Model name,Best hyperparameters,Train score,Validation score,Test score,Main metric,Runtime,MLflow run ID,Model artifact path,Task,Local model path
LinearRegression,"{""copy_X"": true, ""fit_intercept"": true, ""n_jobs"": null, ""positive"": false, ""tol"": 1e-06}",8.938777768488958,16.41559418434462,35.99278508586642,RMSE,0.03414540000085253,159f51484b2147269314cd8e07f02e23,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/159f51484b2147269314cd8e07f02e23/artifacts/model,RUL Regression,D:\Capstone\MechSage\NASA_CMAPSS_RUL_Project\models\LinearRegression_FD001.joblib
RandomForest,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""criterion"": ""squared_error"", ""max_depth"": 5, ""max_features"": 1.0, ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 25, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 42, ""verbose"": 0, ""warm_start"": false}",3.215608674130012,13.793636339560274,43.20673565629314,RMSE,0.9180102999962401,494ceb2c365e49d29f337146a8e58f84,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/494ceb2c365e49d29f337146a8e58f84/artifacts/model,RUL Regression,D:\Capstone\MechSage\NASA_CMAPSS_RUL_Project\models\RandomForest_FD001.joblib
RandomForest_grid,"{""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 20}",5.1190530693169,14.486632074669394,43.00021628389891,RMSE,4.3246864000102505,ba73bca1786f4b10afcbbd61323ed65d,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/ba73bca1786f4b10afcbbd61323ed65d/artifacts/model,RUL Regression,
RandomForest_random,"{""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 1, ""n_estimators"": 40}",3.1841917293876563,13.924294016147629,43.15664198682531,RMSE,13.828781699994579,5e6ff7c654ff410291dcbf95c8ee0230,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/5e6ff7c654ff410291dcbf95c8ee0230/artifacts/model,RUL Regression,
RandomForest_optuna,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 39}",2.5111996228198254,12.418162716170938,28.857711838673808,RMSE,3.989574499995797,41ba50fda20c476f9c377f90fd50fac2,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/41ba50fda20c476f9c377f90fd50fac2/artifacts/model,RUL Regression,
XGBoost_grid,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 50}",2.740188000370499,13.13384672866795,39.52101947537185,RMSE,3.8318109000101686,5e9209ae17c9453d8c8b39d80ec437d5,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/5e9209ae17c9453d8c8b39d80ec437d5/artifacts/model,RUL Regression,
XGBoost_random,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.2, ""max_depth"": 5, ""n_estimators"": 50, ""subsample"": 0.7}",0.7553252378470806,13.547948802248579,39.11075641110568,RMSE,23.283323099996778,77b943dee827420db069f9d9eac117c8,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/77b943dee827420db069f9d9eac117c8/artifacts/model,RUL Regression,
XGBoost_optuna,"{""colsample_bytree"": 0.8368209952651108, ""learning_rate"": 0.027575529238707534, ""max_depth"": 3, ""n_estimators"": 71, ""subsample"": 0.8099085529881075}",7.811708833453439,13.855943874746037,34.99846477926885,RMSE,8.706139499990968,0bd6c5c422dd4dd19bfca6814a44b957,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/0bd6c5c422dd4dd19bfca6814a44b957/artifacts/model,RUL Regression,
LightGBM_grid,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 50}",2.75973182281449,13.197458187203889,39.87630907990464,RMSE,3.036844400005066,de2fe5bdb96041d4814c174b8abe19cd,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/de2fe5bdb96041d4814c174b8abe19cd/artifacts/model,RUL Regression,
LightGBM_random,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 80, ""num_leaves"": 31, ""subsample"": 0.7}",0.7046665307625665,13.537640576349611,42.386200797724534,RMSE,18.755211299998336,af257cafb6ed405589653c3c3c4b9bc1,file:///D:/Capstone/MechSage/NASA_CMAPSS_RUL_Project/mlruns/282533309440288774/af257cafb6ed405589653c3c3c4b9bc1/artifacts/model,RUL Regression,
